NAME_1,NAME_0,GID_1,admin0
Kolašin,Montenegro,MNE.9_1,MNE
Kotor,Montenegro,MNE.10_1,MNE
Mojkovac,Montenegro,MNE.11_1,MNE
Nikšic,Montenegro,MNE.12_1,MNE
Plav,Montenegro,MNE.13_1,MNE
Pljevlja,Montenegro,MNE.14_1,MNE
Plužine,Montenegro,MNE.15_1,MNE
Podgorica,Montenegro,MNE.16_1,MNE
Rožaje,Montenegro,MNE.17_1,MNE
Šavnik,Montenegro,MNE.18_1,MNE
Tivat,Montenegro,MNE.19_1,MNE
Ulcinj,Montenegro,MNE.20_1,MNE
Žabljak,Montenegro,MNE.21_1,MNE
Saint Anthon,Montserrat,MSR.1_1,MSR
Saint Georges,Montserrat,MSR.2_1,MSR
Saint Peter,Montserrat,MSR.3_1,MSR
Chaouia - Ouardigha,Morocco,MAR.1_1,MAR
Doukkala - Abda,Morocco,MAR.2_1,MAR
Fès - Boulemane,Morocco,MAR.3_1,MAR
Gharb - Chrarda - Béni Hssen,Morocco,MAR.4_1,MAR
Grand Casablanca,Morocco,MAR.5_1,MAR
Guelmim - Es-Semara,Morocco,MAR.6_1,MAR
Laâyoune - Boujdour - Sakia El Hamra,Morocco,MAR.7_1,MAR
Marrakech - Tensift - Al Haouz,Morocco,MAR.8_1,MAR
Meknès - Tafilalet,Morocco,MAR.9_1,MAR
Oriental,Morocco,MAR.10_1,MAR
Rabat - Salé - Zemmour - Zaer,Morocco,MAR.11_1,MAR
Souss - Massa - Draâ,Morocco,MAR.12_1,MAR
Tadla - Azilal,Morocco,MAR.13_1,MAR
Tanger - Tétouan,Morocco,MAR.14_1,MAR
Taza - Al Hoceima - Taounate,Morocco,MAR.15_1,MAR
Cabo Delgado,Mozambique,MOZ.1_1,MOZ
Gaza,Mozambique,MOZ.2_1,MOZ
Inhambane,Mozambique,MOZ.3_1,MOZ
Manica,Mozambique,MOZ.4_1,MOZ
Maputo City,Mozambique,MOZ.5_1,MOZ
Maputo,Mozambique,MOZ.6_1,MOZ
Nampula,Mozambique,MOZ.7_1,MOZ
Nassa,Mozambique,MOZ.8_1,MOZ
Sofala,Mozambique,MOZ.9_1,MOZ
Tete,Mozambique,MOZ.10_1,MOZ
Zambezia,Mozambique,MOZ.11_1,MOZ
Ayeyarwady,Myanmar,MMR.1_1,MMR
Bago,Myanmar,MMR.2_1,MMR
Chin,Myanmar,MMR.3_1,MMR
Kachin,Myanmar,MMR.4_1,MMR
Kayah,Myanmar,MMR.5_1,MMR
Kayin,Myanmar,MMR.6_1,MMR
Magway,Myanmar,MMR.7_1,MMR
Mandalay,Myanmar,MMR.8_1,MMR
Mon,Myanmar,MMR.9_1,MMR
Naypyitaw,Myanmar,MMR.10_1,MMR
Rakhine,Myanmar,MMR.11_1,MMR
Sagaing,Myanmar,MMR.12_1,MMR
Shan,Myanmar,MMR.13_1,MMR
Tanintharyi,Myanmar,MMR.14_1,MMR
Yangon,Myanmar,MMR.15_1,MMR
!Karas,Namibia,NAM.1_1,NAM
Erongo,Namibia,NAM.2_1,NAM
Hardap,Namibia,NAM.3_1,NAM
Kavango,Namibia,NAM.4_1,NAM
Khomas,Namibia,NAM.5_1,NAM
Kunene,Namibia,NAM.6_1,NAM
Ohangwena,Namibia,NAM.7_1,NAM
Omaheke,Namibia,NAM.8_1,NAM
Omusati,Namibia,NAM.9_1,NAM
Oshana,Namibia,NAM.10_1,NAM
Oshikoto,Namibia,NAM.11_1,NAM
Otjozondjupa,Namibia,NAM.12_1,NAM
Zambezi,Namibia,NAM.13_1,NAM
Aiwo,Nauru,NRU.1_1,NRU
Anabar,Nauru,NRU.2_1,NRU
Anetan,Nauru,NRU.3_1,NRU
Anibare,Nauru,NRU.4_1,NRU
Baiti,Nauru,NRU.5_1,NRU
Boe,Nauru,NRU.6_1,NRU
Buada,Nauru,NRU.7_1,NRU
Denigomodu,Nauru,NRU.8_1,NRU
Ewa,Nauru,NRU.9_1,NRU
Ijuw,Nauru,NRU.10_1,NRU
Meneng,Nauru,NRU.11_1,NRU
Nibok,Nauru,NRU.12_1,NRU
Uaboe,Nauru,NRU.13_1,NRU
Yaren,Nauru,NRU.14_1,NRU
Central,Nepal,NPL.1_1,NPL
East,Nepal,NPL.2_1,NPL
Far-Western,Nepal,NPL.3_1,NPL
Mid-Western,Nepal,NPL.4_1,NPL
West,Nepal,NPL.5_1,NPL
Drenthe,Netherlands,NLD.1_1,NLD
Flevoland,Netherlands,NLD.2_1,NLD
Friesland,Netherlands,NLD.3_1,NLD
Gelderland,Netherlands,NLD.4_1,NLD
Groningen,Netherlands,NLD.5_1,NLD
IJsselmeer,Netherlands,NLD.6_1,NLD
Limburg,Netherlands,NLD.7_1,NLD
Noord-Brabant,Netherlands,NLD.8_1,NLD
Noord-Holland,Netherlands,NLD.9_1,NLD
Overijssel,Netherlands,NLD.10_1,NLD
Utrecht,Netherlands,NLD.11_1,NLD
Zeeland,Netherlands,NLD.12_1,NLD
Zeeuwse meren,Netherlands,NLD.13_1,NLD
Zuid-Holland,Netherlands,NLD.14_1,NLD
Îles Loyauté,New Caledonia,NCL.1_1,NCL
Nord,New Caledonia,NCL.2_1,NCL
Sud,New Caledonia,NCL.3_1,NCL
Auckland,New Zealand,NZL.1_1,NZL
Bay of Plenty,New Zealand,NZL.2_1,NZL
Canterbury,New Zealand,NZL.3_1,NZL
Chatham Islands,New Zealand,NZL.4_1,NZL
Gisborne,New Zealand,NZL.5_1,NZL
Hawke's Bay,New Zealand,NZL.6_1,NZL
Manawatu-Wanganui,New Zealand,NZL.7_1,NZL
Marlborough,New Zealand,NZL.8_1,NZL
Nelson,New Zealand,NZL.9_1,NZL
Northern Islands,New Zealand,NZL.10_1,NZL
Northland,New Zealand,NZL.11_1,NZL
Otago,New Zealand,NZL.12_1,NZL
Southern Islands,New Zealand,NZL.13_1,NZL
Southland,New Zealand,NZL.14_1,NZL
Taranaki,New Zealand,NZL.15_1,NZL
Tasman,New Zealand,NZL.16_1,NZL
Waikato,New Zealand,NZL.17_1,NZL
Wellington,New Zealand,NZL.18_1,NZL
West Coast,New Zealand,NZL.19_1,NZL
Atlántico Norte,Nicaragua,NIC.1_1,NIC
Atlántico Sur,Nicaragua,NIC.2_1,NIC
Boaco,Nicaragua,NIC.3_1,NIC
Carazo,Nicaragua,NIC.4_1,NIC
Chinandega,Nicaragua,NIC.5_1,NIC
Chontales,Nicaragua,NIC.6_1,NIC
Estelí,Nicaragua,NIC.7_1,NIC
Granada,Nicaragua,NIC.8_1,NIC
Jinotega,Nicaragua,NIC.9_1,NIC
Lago Nicaragua,Nicaragua,NIC.10_1,NIC
León,Nicaragua,NIC.11_1,NIC
Madriz,Nicaragua,NIC.12_1,NIC
Managua,Nicaragua,NIC.13_1,NIC
Masaya,Nicaragua,NIC.14_1,NIC
Matagalpa,Nicaragua,NIC.15_1,NIC
Nueva Segovia,Nicaragua,NIC.16_1,NIC
Río San Juan,Nicaragua,NIC.17_1,NIC
Rivas,Nicaragua,NIC.18_1,NIC
Agadez,Niger,NER.1_1,NER
Diffa,Niger,NER.2_1,NER
Dosso,Niger,NER.3_1,NER
Abia,Nigeria,NGA.1_1,NGA
Adamawa,Nigeria,NGA.2_1,NGA
Akwa Ibom,Nigeria,NGA.3_1,NGA
Anambra,Nigeria,NGA.4_1,NGA
Bauchi,Nigeria,NGA.5_1,NGA
Bayelsa,Nigeria,NGA.6_1,NGA
Benue,Nigeria,NGA.7_1,NGA
Borno,Nigeria,NGA.8_1,NGA
Cross River,Nigeria,NGA.9_1,NGA
Delta,Nigeria,NGA.10_1,NGA
Ebonyi,Nigeria,NGA.11_1,NGA
Edo,Nigeria,NGA.12_1,NGA
Ekiti,Nigeria,NGA.13_1,NGA
Enugu,Nigeria,NGA.14_1,NGA
Federal Capital Territory,Nigeria,NGA.15_1,NGA
Gombe,Nigeria,NGA.16_1,NGA
Imo,Nigeria,NGA.17_1,NGA
Jigawa,Nigeria,NGA.18_1,NGA
Kaduna,Nigeria,NGA.19_1,NGA
Kano,Nigeria,NGA.20_1,NGA
Katsina,Nigeria,NGA.21_1,NGA
Kebbi,Nigeria,NGA.22_1,NGA
Kogi,Nigeria,NGA.23_1,NGA
Kwara,Nigeria,NGA.24_1,NGA
Lagos,Nigeria,NGA.25_1,NGA
Nassarawa,Nigeria,NGA.26_1,NGA
Niger,Nigeria,NGA.27_1,NGA
Ogun,Nigeria,NGA.28_1,NGA
Ondo,Nigeria,NGA.29_1,NGA
Osun,Nigeria,NGA.30_1,NGA
Oyo,Nigeria,NGA.31_1,NGA
Plateau,Nigeria,NGA.32_1,NGA
Rivers,Nigeria,NGA.33_1,NGA
Sokoto,Nigeria,NGA.34_1,NGA
Taraba,Nigeria,NGA.35_1,NGA
Yobe,Nigeria,NGA.36_1,NGA
Zamfara,Nigeria,NGA.37_1,NGA
Maradi,Niger,NER.4_1,NER
Niamey,Niger,NER.5_1,NER
Tahoua,Niger,NER.6_1,NER
Tillabéry,Niger,NER.7_1,NER
Zinder,Niger,NER.8_1,NER
NA,Niue,NA,NIU
NA,Norfolk Island,NA,NFK
Chagang-do,North Korea,PRK.1_1,PRK
Hamgyŏng-bukto,North Korea,PRK.2_1,PRK
Hamgyŏng-namdo,North Korea,PRK.3_1,PRK
Hwanghae-bukto,North Korea,PRK.4_1,PRK
Hwanghae-namdo,North Korea,PRK.5_1,PRK
Kaesŏng,North Korea,PRK.6_1,PRK
Kangwŏn-do,North Korea,PRK.7_1,PRK
Kumgangsan,North Korea,PRK.8_1,PRK
P'yŏngan-bukto,North Korea,PRK.9_1,PRK
P'yŏngan-namdo,North Korea,PRK.10_1,PRK
P'yŏngyang,North Korea,PRK.11_1,PRK
Rasŏn,North Korea,PRK.12_1,PRK
Ryanggang,North Korea,PRK.13_1,PRK
Sinŭiju,North Korea,PRK.14_1,PRK
Gazimağusa,Northern Cyprus,XNC.1_1,XNC
Girne,Northern Cyprus,XNC.2_1,XNC
Güzelyurt,Northern Cyprus,XNC.3_1,XNC
Iskele,Northern Cyprus,XNC.4_1,XNC
Nicosia,Northern Cyprus,XNC.5_1,XNC
Northern Islands,Northern Mariana Islands,MNP.1_1,MNP
Rota,Northern Mariana Islands,MNP.2_1,MNP
Saipan,Northern Mariana Islands,MNP.3_1,MNP
Tinian,Northern Mariana Islands,MNP.4_1,MNP
Akershus,Norway,NOR.1_1,NOR
Ãstfold,Norway,NOR.2_1,NOR
Aust-Agder,Norway,NOR.3_1,NOR
Buskerud,Norway,NOR.4_1,NOR
Finnmark,Norway,NOR.5_1,NOR
Hedmark,Norway,NOR.6_1,NOR
Hordaland,Norway,NOR.7_1,NOR
Møre og Romsdal,Norway,NOR.8_1,NOR
Nord-Trøndelag,Norway,NOR.9_1,NOR
Nordland,Norway,NOR.10_1,NOR
Oppland,Norway,NOR.11_1,NOR
Oslo,Norway,NOR.12_1,NOR
Rogaland,Norway,NOR.13_1,NOR
Sogn og Fjordane,Norway,NOR.14_1,NOR
Sør-Trøndelag,Norway,NOR.15_1,NOR
Telemark,Norway,NOR.16_1,NOR
Troms,Norway,NOR.17_1,NOR
Vest-Agder,Norway,NOR.18_1,NOR
Vestfold,Norway,NOR.19_1,NOR
Ad Dakhliyah,Oman,OMN.1_1,OMN
Al Batinah North,Oman,OMN.2_1,OMN
Al Batinah South,Oman,OMN.3_1,OMN
Al Buraymi,Oman,OMN.4_1,OMN
Al Dhahira,Oman,OMN.5_1,OMN
Al Wusta,Oman,OMN.6_1,OMN
Ash Sharqiyah North,Oman,OMN.7_1,OMN
Ash Sharqiyah South,Oman,OMN.8_1,OMN
Dhofar,Oman,OMN.9_1,OMN
Musandam,Oman,OMN.10_1,OMN
Muscat,Oman,OMN.11_1,OMN
Azad Kashmir,Pakistan,PAK.1_1,PAK
Baluchistan,Pakistan,PAK.2_1,PAK
F.A.T.A.,Pakistan,PAK.3_1,PAK
F.C.T.,Pakistan,PAK.4_1,PAK
N.W.F.P.,Pakistan,PAK.5_1,PAK
Northern Areas,Pakistan,PAK.6_1,PAK
Punjab,Pakistan,PAK.7_1,PAK
Sind,Pakistan,PAK.8_1,PAK
Aimeliik,Palau,PLW.1_1,PLW
Airai,Palau,PLW.2_1,PLW
Angaur,Palau,PLW.3_1,PLW
Hatohobei,Palau,PLW.4_1,PLW
Kayangel,Palau,PLW.5_1,PLW
Koror,Palau,PLW.6_1,PLW
Melekeok,Palau,PLW.7_1,PLW
Ngaraard,Palau,PLW.8_1,PLW
Ngarchelong,Palau,PLW.9_1,PLW
Ngardmau,Palau,PLW.10_1,PLW
Ngatpang,Palau,PLW.11_1,PLW
Ngchesar,Palau,PLW.12_1,PLW
Ngeremlengui,Palau,PLW.13_1,PLW
Ngiwal,Palau,PLW.14_1,PLW
Peleliu,Palau,PLW.15_1,PLW
Sonsorol,Palau,PLW.16_1,PLW
Gaza,Palestina,PSE.1_1,PSE
West Bank,Palestina,PSE.2_1,PSE
Bocas del Toro,Panama,PAN.1_1,PAN
Chiriquí,Panama,PAN.2_1,PAN
Coclé,Panama,PAN.3_1,PAN
Colón,Panama,PAN.4_1,PAN
Darién,Panama,PAN.5_1,PAN
Emberá,Panama,PAN.6_1,PAN
Herrera,Panama,PAN.7_1,PAN
Kuna Yala,Panama,PAN.8_1,PAN
Los Santos,Panama,PAN.9_1,PAN
Ngöbe Buglé,Panama,PAN.10_1,PAN
Panamá Oeste,Panama,PAN.11_1,PAN
Panamá,Panama,PAN.12_1,PAN
Veraguas,Panama,PAN.13_1,PAN
Bougainville,Papua New Guinea,PNG.1_1,PNG
Central,Papua New Guinea,PNG.2_1,PNG
Chimbu,Papua New Guinea,PNG.3_1,PNG
East New Britain,Papua New Guinea,PNG.4_1,PNG
East Sepik,Papua New Guinea,PNG.5_1,PNG
Eastern Highlands,Papua New Guinea,PNG.6_1,PNG
Enga,Papua New Guinea,PNG.7_1,PNG
Gulf,Papua New Guinea,PNG.8_1,PNG
Hela,Papua New Guinea,PNG.9_1,PNG
Jiwaka,Papua New Guinea,PNG.10_1,PNG
Madang,Papua New Guinea,PNG.11_1,PNG
Manus,Papua New Guinea,PNG.12_1,PNG
Milne Bay,Papua New Guinea,PNG.13_1,PNG
Morobe,Papua New Guinea,PNG.14_1,PNG
National Capital District,Papua New Guinea,PNG.15_1,PNG
New Ireland,Papua New Guinea,PNG.16_1,PNG
Oro,Papua New Guinea,PNG.17_1,PNG
Sandaun,Papua New Guinea,PNG.18_1,PNG
Southern Highlands,Papua New Guinea,PNG.19_1,PNG
West New Britain,Papua New Guinea,PNG.20_1,PNG
Western Highlands,Papua New Guinea,PNG.21_1,PNG
Western,Papua New Guinea,PNG.22_1,PNG
Alto Paraguay,Paraguay,PRY.1_1,PRY
Alto Paraná,Paraguay,PRY.2_1,PRY
Amambay,Paraguay,PRY.3_1,PRY
Asunción,Paraguay,PRY.4_1,PRY
Boquerón,Paraguay,PRY.5_1,PRY
Caaguazú,Paraguay,PRY.6_1,PRY
Caazapá,Paraguay,PRY.7_1,PRY
Canindeyú,Paraguay,PRY.8_1,PRY
Central,Paraguay,PRY.9_1,PRY
Concepción,Paraguay,PRY.10_1,PRY
Cordillera,Paraguay,PRY.11_1,PRY
Guairá,Paraguay,PRY.12_1,PRY
Itapúa,Paraguay,PRY.13_1,PRY
Misiones,Paraguay,PRY.14_1,PRY
Ñeembucú,Paraguay,PRY.15_1,PRY
Paraguarí,Paraguay,PRY.16_1,PRY
Presidente Hayes,Paraguay,PRY.17_1,PRY
San Pedro,Paraguay,PRY.18_1,PRY
Amazonas,Peru,PER.1_1,PER
Ancash,Peru,PER.2_1,PER
Apurímac,Peru,PER.3_1,PER
Arequipa,Peru,PER.4_1,PER
Ayacucho,Peru,PER.5_1,PER
Cajamarca,Peru,PER.6_1,PER
Callao,Peru,PER.7_1,PER
Cusco,Peru,PER.8_1,PER
Huancavelica,Peru,PER.9_1,PER
Huánuco,Peru,PER.10_1,PER
Ica,Peru,PER.11_1,PER
Junín,Peru,PER.12_1,PER
La Libertad,Peru,PER.13_1,PER
Lambayeque,Peru,PER.14_1,PER
Lima Province,Peru,PER.15_1,PER
Lima,Peru,PER.16_1,PER
Loreto,Peru,PER.17_1,PER
Madre de Dios,Peru,PER.18_1,PER
Moquegua,Peru,PER.19_1,PER
Pasco,Peru,PER.20_1,PER
Piura,Peru,PER.21_1,PER
Puno,Peru,PER.22_1,PER
San Martín,Peru,PER.23_1,PER
Tacna,Peru,PER.24_1,PER
Tumbes,Peru,PER.25_1,PER
Ucayali,Peru,PER.26_1,PER
Abra,Philippines,PHL.1_1,PHL
Agusan del Norte,Philippines,PHL.2_1,PHL
Agusan del Sur,Philippines,PHL.3_1,PHL
Aklan,Philippines,PHL.4_1,PHL
Albay,Philippines,PHL.5_1,PHL
Antique,Philippines,PHL.6_1,PHL
Apayao,Philippines,PHL.7_1,PHL
Aurora,Philippines,PHL.8_1,PHL
Basilan,Philippines,PHL.9_1,PHL
Bataan,Philippines,PHL.10_1,PHL
Batanes,Philippines,PHL.11_1,PHL
Batangas,Philippines,PHL.12_1,PHL
Benguet,Philippines,PHL.13_1,PHL
Biliran,Philippines,PHL.14_1,PHL
Bohol,Philippines,PHL.15_1,PHL
Bukidnon,Philippines,PHL.16_1,PHL
Bulacan,Philippines,PHL.17_1,PHL
Cagayan,Philippines,PHL.18_1,PHL
Camarines Norte,Philippines,PHL.19_1,PHL
Camarines Sur,Philippines,PHL.20_1,PHL
Camiguin,Philippines,PHL.21_1,PHL
Capiz,Philippines,PHL.22_1,PHL
Catanduanes,Philippines,PHL.23_1,PHL
Cavite,Philippines,PHL.24_1,PHL
Cebu,Philippines,PHL.25_1,PHL
Compostela Valley,Philippines,PHL.26_1,PHL
Davao del Norte,Philippines,PHL.27_1,PHL
Davao del Sur,Philippines,PHL.28_1,PHL
Davao Oriental,Philippines,PHL.29_1,PHL
Dinagat Islands,Philippines,PHL.30_1,PHL
Eastern Samar,Philippines,PHL.31_1,PHL
Guimaras,Philippines,PHL.32_1,PHL
Ifugao,Philippines,PHL.33_1,PHL
Ilocos Norte,Philippines,PHL.34_1,PHL
Ilocos Sur,Philippines,PHL.35_1,PHL
Iloilo,Philippines,PHL.36_1,PHL
Isabela,Philippines,PHL.37_1,PHL
Kalinga,Philippines,PHL.38_1,PHL
La Union,Philippines,PHL.39_1,PHL
Laguna,Philippines,PHL.40_1,PHL
Lanao del Norte,Philippines,PHL.41_1,PHL
Lanao del Sur,Philippines,PHL.42_1,PHL
Leyte,Philippines,PHL.43_1,PHL
Maguindanao,Philippines,PHL.44_1,PHL
Marinduque,Philippines,PHL.45_1,PHL
Masbate,Philippines,PHL.46_1,PHL
Metropolitan Manila,Philippines,PHL.47_1,PHL
Misamis Occidental,Philippines,PHL.48_1,PHL
Misamis Oriental,Philippines,PHL.49_1,PHL
Mountain Province,Philippines,PHL.50_1,PHL
Negros Occidental,Philippines,PHL.51_1,PHL
Negros Oriental,Philippines,PHL.52_1,PHL
North Cotabato,Philippines,PHL.53_1,PHL
Northern Samar,Philippines,PHL.54_1,PHL
Nueva Ecija,Philippines,PHL.55_1,PHL
Nueva Vizcaya,Philippines,PHL.56_1,PHL
Occidental Mindoro,Philippines,PHL.57_1,PHL
Oriental Mindoro,Philippines,PHL.58_1,PHL
Palawan,Philippines,PHL.59_1,PHL
Pampanga,Philippines,PHL.60_1,PHL
Pangasinan,Philippines,PHL.61_1,PHL
Quezon,Philippines,PHL.62_1,PHL
Quirino,Philippines,PHL.63_1,PHL
Rizal,Philippines,PHL.64_1,PHL
Romblon,Philippines,PHL.65_1,PHL
Samar,Philippines,PHL.66_1,PHL
Sarangani,Philippines,PHL.67_1,PHL
Siquijor,Philippines,PHL.68_1,PHL
Sorsogon,Philippines,PHL.69_1,PHL
South Cotabato,Philippines,PHL.70_1,PHL
Southern Leyte,Philippines,PHL.71_1,PHL
Sultan Kudarat,Philippines,PHL.72_1,PHL
Sulu,Philippines,PHL.73_1,PHL
Surigao del Norte,Philippines,PHL.74_1,PHL
Surigao del Sur,Philippines,PHL.75_1,PHL
Tarlac,Philippines,PHL.76_1,PHL
Tawi-Tawi,Philippines,PHL.77_1,PHL
Zambales,Philippines,PHL.78_1,PHL
Zamboanga del Norte,Philippines,PHL.79_1,PHL
Zamboanga del Sur,Philippines,PHL.80_1,PHL
Zamboanga Sibugay,Philippines,PHL.81_1,PHL
Dolnośląskie,Poland,POL.1_1,POL
Kujawsko-Pomorskie,Poland,POL.2_1,POL
Łódzkie,Poland,POL.3_1,POL
Lubelskie,Poland,POL.4_1,POL
Lubuskie,Poland,POL.5_1,POL
Małopolskie,Poland,POL.6_1,POL
Mazowieckie,Poland,POL.7_1,POL
Opolskie,Poland,POL.8_1,POL
Podkarpackie,Poland,POL.9_1,POL
Podlaskie,Poland,POL.10_1,POL
Pomorskie,Poland,POL.11_1,POL
Śląskie,Poland,POL.12_1,POL
Świętokrzyskie,Poland,POL.13_1,POL
Warmińsko-Mazurskie,Poland,POL.14_1,POL
Wielkopolskie,Poland,POL.15_1,POL
Zachodniopomorskie,Poland,POL.16_1,POL
Aveiro,Portugal,PRT.1_1,PRT
Azores,Portugal,PRT.2_1,PRT
Beja,Portugal,PRT.3_1,PRT
Braga,Portugal,PRT.4_1,PRT
Bragança,Portugal,PRT.5_1,PRT
Castelo Branco,Portugal,PRT.6_1,PRT
Coimbra,Portugal,PRT.7_1,PRT
Évora,Portugal,PRT.8_1,PRT
Faro,Portugal,PRT.9_1,PRT
Guarda,Portugal,PRT.10_1,PRT
Leiria,Portugal,PRT.11_1,PRT
Lisboa,Portugal,PRT.12_1,PRT
Madeira,Portugal,PRT.13_1,PRT
Portalegre,Portugal,PRT.14_1,PRT
Porto,Portugal,PRT.15_1,PRT
Santarém,Portugal,PRT.16_1,PRT
Setúbal,Portugal,PRT.17_1,PRT
Viana do Castelo,Portugal,PRT.18_1,PRT
Vila Real,Portugal,PRT.19_1,PRT
Viseu,Portugal,PRT.20_1,PRT
Adjuntas,Puerto Rico,PRI.1_1,PRI
Aguada,Puerto Rico,PRI.2_1,PRI
Aguadilla,Puerto Rico,PRI.3_1,PRI
Aguas Buenas,Puerto Rico,PRI.4_1,PRI
Aibonito,Puerto Rico,PRI.5_1,PRI
Añasco,Puerto Rico,PRI.6_1,PRI
Arecibo,Puerto Rico,PRI.7_1,PRI
Arroyo,Puerto Rico,PRI.8_1,PRI
Barceloneta,Puerto Rico,PRI.9_1,PRI
Barranquitas,Puerto Rico,PRI.10_1,PRI
Bayamón,Puerto Rico,PRI.11_1,PRI
Cabo Rojo,Puerto Rico,PRI.12_1,PRI
Caguas,Puerto Rico,PRI.13_1,PRI
Camuy,Puerto Rico,PRI.14_1,PRI
Canóvanas,Puerto Rico,PRI.15_1,PRI
Carolina,Puerto Rico,PRI.16_1,PRI
Cataño,Puerto Rico,PRI.17_1,PRI
Cayey,Puerto Rico,PRI.18_1,PRI
Ceiba,Puerto Rico,PRI.19_1,PRI
Ciales,Puerto Rico,PRI.20_1,PRI
Cidra,Puerto Rico,PRI.21_1,PRI
Coamo,Puerto Rico,PRI.22_1,PRI
Comerío,Puerto Rico,PRI.23_1,PRI
Corozal,Puerto Rico,PRI.24_1,PRI
Culebra,Puerto Rico,PRI.25_1,PRI
Dorado,Puerto Rico,PRI.26_1,PRI
Fajardo,Puerto Rico,PRI.27_1,PRI
Florida,Puerto Rico,PRI.28_1,PRI
Guánica,Puerto Rico,PRI.29_1,PRI
Guayama,Puerto Rico,PRI.30_1,PRI
Guayanilla,Puerto Rico,PRI.31_1,PRI
Guaynabo,Puerto Rico,PRI.32_1,PRI
Gurabo,Puerto Rico,PRI.33_1,PRI
Hatillo,Puerto Rico,PRI.34_1,PRI
Hormigueros,Puerto Rico,PRI.35_1,PRI
Humacao,Puerto Rico,PRI.36_1,PRI
Isabela,Puerto Rico,PRI.37_1,PRI
Jayuya,Puerto Rico,PRI.38_1,PRI
Juana Díaz,Puerto Rico,PRI.39_1,PRI
Juncos,Puerto Rico,PRI.40_1,PRI
Lajas,Puerto Rico,PRI.41_1,PRI
Lares,Puerto Rico,PRI.42_1,PRI
Las Marías,Puerto Rico,PRI.43_1,PRI
Las Piedras,Puerto Rico,PRI.44_1,PRI
Loíza,Puerto Rico,PRI.45_1,PRI
Luquillo,Puerto Rico,PRI.46_1,PRI
Manatí,Puerto Rico,PRI.47_1,PRI
Maricao,Puerto Rico,PRI.48_1,PRI
Maunabo,Puerto Rico,PRI.49_1,PRI
Mayagüez,Puerto Rico,PRI.50_1,PRI
Moca,Puerto Rico,PRI.51_1,PRI
Morovis,Puerto Rico,PRI.52_1,PRI
Naguabo,Puerto Rico,PRI.53_1,PRI
Naranjito,Puerto Rico,PRI.54_1,PRI
Orocovis,Puerto Rico,PRI.55_1,PRI
Patillas,Puerto Rico,PRI.56_1,PRI
Peñuelas,Puerto Rico,PRI.57_1,PRI
Ponce,Puerto Rico,PRI.58_1,PRI
Quebradillas,Puerto Rico,PRI.59_1,PRI
Rincón,Puerto Rico,PRI.60_1,PRI
Río Grande,Puerto Rico,PRI.61_1,PRI
Sabana Grande,Puerto Rico,PRI.62_1,PRI
Salinas,Puerto Rico,PRI.63_1,PRI
San Germán,Puerto Rico,PRI.64_1,PRI
San Juan,Puerto Rico,PRI.65_1,PRI
San Lorenzo,Puerto Rico,PRI.66_1,PRI
San Sebastián,Puerto Rico,PRI.67_1,PRI
Santa Isabel,Puerto Rico,PRI.68_1,PRI
Toa Alta,Puerto Rico,PRI.69_1,PRI
Toa Baja,Puerto Rico,PRI.70_1,PRI
Trujillo Alto,Puerto Rico,PRI.71_1,PRI
Utuado,Puerto Rico,PRI.72_1,PRI
Vega Alta,Puerto Rico,PRI.73_1,PRI
Vega Baja,Puerto Rico,PRI.74_1,PRI
Vieques,Puerto Rico,PRI.75_1,PRI
Villalba,Puerto Rico,PRI.76_1,PRI
Yabucoa,Puerto Rico,PRI.77_1,PRI
Yauco,Puerto Rico,PRI.78_1,PRI
Ad Dawhah,Qatar,QAT.1_1,QAT
Al Daayen,Qatar,QAT.2_1,QAT
Al Khor,Qatar,QAT.3_1,QAT
Al Wakrah,Qatar,QAT.4_1,QAT
Ar Rayyan,Qatar,QAT.5_1,QAT
Madinat ash Shamal,Qatar,QAT.6_1,QAT
Umm Salal,Qatar,QAT.7_1,QAT
Bouenza,Republic of Congo,COG.1_1,COG
Brazzaville,Republic of Congo,COG.2_1,COG
Cuvette-Ouest,Republic of Congo,COG.3_1,COG
Cuvette,Republic of Congo,COG.4_1,COG
Kouilou,Republic of Congo,COG.5_1,COG
Lékoumou,Republic of Congo,COG.6_1,COG
Likouala,Republic of Congo,COG.7_1,COG
Niari,Republic of Congo,COG.8_1,COG
Plateaux,Republic of Congo,COG.9_1,COG
Pointe Noire,Republic of Congo,COG.10_1,COG
Pool,Republic of Congo,COG.11_1,COG
Sangha,Republic of Congo,COG.12_1,COG
Saint-Benoît,Reunion,REU.1_1,REU
Saint-Denis,Reunion,REU.2_1,REU
Saint-Paul,Reunion,REU.3_1,REU
Saint-Pierre,Reunion,REU.4_1,REU
Alba,Romania,ROU.1_1,ROU
Arad,Romania,ROU.2_1,ROU
Argeș,Romania,ROU.3_1,ROU
Bacău,Romania,ROU.4_1,ROU
Bihor,Romania,ROU.5_1,ROU
Bistrița-Năsăud,Romania,ROU.6_1,ROU
Botoșani,Romania,ROU.7_1,ROU
Brașov,Romania,ROU.8_1,ROU
Brăila,Romania,ROU.9_1,ROU
Bucharest,Romania,ROU.10_1,ROU
Buzău,Romania,ROU.11_1,ROU
Călărași,Romania,ROU.12_1,ROU
Caraș-Severin,Romania,ROU.13_1,ROU
Cluj,Romania,ROU.14_1,ROU
Constanța,Romania,ROU.15_1,ROU
